ID,Residence_Type,ECF,Street Address,Sale_Date,Price,Type,Class,Year_Built,Square_Feet,Basement_Square_Feet,Basement_Finished_Recreation,Basement_Finished_Living,Full_Baths,Half_Baths,Price_per_sqft
04B_04-154-001_131,House,04B,825 Bridge Park ,7/3/2018,350000,Ranch,C,1983,2093,1722,0,0,2,1,167.22
04B_04-151-020_132,House,04B,874 Selby ,6/15/2018,350000,Ranch,C,1978,2160,1615,0,0,2,1,162.04
04C_04-206-018_133,House,04C,6869 Houghten ,2/21/2019,343000,Colonial,C,1986,2204,1246,0,0,2,1,155.63
04C_04-203-015_134,House,04C,6848 Houghten ,4/7/2017,310000,Colonial,C,1985,2214,943,500,0,2,1,140.02
04C_04-206-024_135,House,04C,6799 Houghten ,4/27/2018,340000,Colonial,C,1985,2214,943,0,0,2,1,153.57
04C_04-128-002_136,House,04C,6878 Serenity ,6/16/2017,310000,Colonial,C,1986,2228,1246,1000,0,2,1,139.14
04C_04-128-010_137,House,04C,446 Serenity ,8/18/2017,305000,Colonial,C,1986,2322,938,0,0,2,1,131.35
04C_04-128-005_138,House,04C,6850 Serenity ,9/5/2018,339000,Ranch,C,1986,1572,1557,1400,0,3,0,215.65
04C_04-206-002_139,House,04C,6886 High Oaks ,3/22/2018,299900,Ranch,C,1986,1599,1579,1200,0,2,1,187.55
04C_04-129-006_140,House,04C,6782 Serenity ,7/6/2017,290000,Ranch,C,1985,1879,1879,0,0,2,1,154.34
04D_04-304-010_141,House,04D,805 Drew ,6/30/2017,363000,Colonial,C,1986,2002,1170,500,0,2,1,181.32
04D_04-304-013_142,House,04D,6330 Riverton ,5/7/2018,335000,Ranch,C,1986,1764,1764,0,0,2,0,189.91
04D_04-305-012_143,House,04D,6355 Riverton ,11/15/2018,375000,Ranch,C,1986,1764,1764,1100,0,2,0,212.59
04D_04-306-004_144,House,04D,923 Bridgetown ,12/31/2018,315000,Ranch,C,1986,1776,1764,0,0,2,0,177.36
04D_04-306-004_145,House,04D,923 Bridgetown ,8/4/2017,325000,Ranch,C,1986,1776,1764,0,0,2,0,183.00
04D_04-303-022_146,House,04D,6345 Brookings ,9/28/2017,350000,Ranch,C,1986,1815,1815,0,0,2,0,192.84
04G_04-132-010_147,House,04G,6797 Granger ,7/27/2018,395500,Colonial,C,1992,2503,1804,1100,0,3,1,158.01
04G_04-132-012_148,House,04G,711 Andrew ,4/23/2018,379000,Colonial,C,1994,2657,1892,0,0,2,1,142.64
04G_04-134-011_149,House,04G,734 Kimberly ,7/13/2018,396000,Colonial,C,1994,2660,1876,0,0,2,1,148.87
04G_04-132-018_150,House,04G,6834 Jasmine ,8/31/2018,530000,Colonial,C,1996,3465,2505,0,1800,4,2,152.96
04G_04-133-005_151,House,04G,721 Kimberly ,10/24/2018,365000,Ranch,C,1994,2100,2067,0,0,2,1,173.81
04H_04-226-026_152,House,04H,100 Lovell ,11/14/2017,275000,Colonial,C,1969,2045,750,0,0,2,1,134.47
04H_04-402-005_153,House,04H,6362 Houghten ,7/31/2018,263000,Ranch,C,1964,1536,1250,1000,0,1,1,171.22
04H_04-377-006_154,House,04H,6106 Canmoor ,10/25/2017,340000,Ranch,C,1969,1788,1788,894,0,2,0,190.16
04H_04-252-010_155,House,04H,6715 Vernmoor ,3/29/2019,275000,Ranch,C,1962,1867,1867,0,0,1,1,147.30
04H_04-253-016_156,House,04H,6633 Fredmoor ,7/17/2018,378000,Ranch,C,1978,1873,1873,1080,0,2,2,201.82
04H_04-254-007_157,House,04H,6634 Fredmoor ,4/27/2018,366000,Ranch,C,1964,1954,1954,1400,0,2,1,187.31
04H_04-329-006_158,House,04H,6346 Elmoor ,4/24/2018,335000,Ranch,C,1967,2047,1196,1200,0,3,0,163.65
04H_04-328-011_159,House,04H,6415 Elmoor ,7/31/2017,310000,T-Quad,C,1962,1848,648,0,0,2,0,167.75
04H_04-378-019_160,House,04H,6085 Elmoor ,6/12/2017,240000,T-Quad,C,1966,1927,685,0,0,2,1,124.55
04H_04-377-012_161,House,04H,6203 Herbmoor ,5/25/2018,264000,T-Quad,C,1964,1971,675,0,0,2,1,133.94
04H_04-402-007_162,House,04H,6314 Houghten ,3/28/2018,250000,T-Quad,C,1964,1971,675,0,0,1,1,126.84
04H_04-402-007_163,House,04H,6314 Houghten ,5/10/2017,250000,T-Quad,C,1964,1971,675,0,0,1,1,126.84
04H_04-255-004_164,House,04H,6501 Houghten ,4/14/2017,285000,Tri-Level,C,1963,2020,0,0,0,2,1,141.09
04J_04-276-050_165,House,04J,6696 Michael ,5/18/2017,440000,Colonial,BC,2000,2738,1635,1000,0,2,2,160.70
04J_04-276-053_166,House,04J,6732 Michael ,8/11/2017,500000,Colonial,BC,2000,2805,1553,1000,0,2,2,178.25
04J_04-276-041_167,House,04J,61 Melanie ,10/2/2017,470000,Colonial,BC,1995,3043,1714,1500,0,3,2,154.45
04J_04-276-059_168,House,04J,6725 Michael ,2/28/2018,535000,Colonial,BC,2002,3246,2312,975,0,3,2,164.82
04J_04-276-036_169,House,04J,138 Melanie ,7/31/2017,685000,Colonial,B,2000,3812,1977,1500,0,5,1,179.70
04K_04-451-037_170,House,04K,368 Belle Meade ,4/12/2017,480000,Colonial,B,1998,2923,1470,1000,0,3,1,164.21
04K_04-453-001_171,House,04K,6066 Annabel ,3/29/2018,621000,Colonial,B,2000,3848,2086,0,0,5,0,161.38
04K_04-451-033_172,House,04K,440 Belle Meade ,1/14/2019,630000,Colonial,B,2000,4026,2694,0,0,3,2,156.48
04M_04-228-004_173,House,04M,94 Ingram ,8/24/2018,535000,Colonial,B,2000,3737,1917,0,0,3,1,143.16
04M_04-230-001_174,House,04M,6862 Richmond ,7/2/2018,690000,Colonial,B,2000,4416,2090,0,2000,4,2,156.25
04P_04-100-075_175,House,04P,831 Benjamin ,9/29/2017,485000,Colonial,BC,2010,3119,2251,0,0,2,2,155.50
04P_04-157-003_176,House,04P,928 Benjamin ,11/10/2017,528000,Colonial,B,2013,3169,1714,0,0,2,1,166.61
04P_04-100-066_177,House,04P,6852 Merrick ,4/26/2017,565000,Colonial,BC,2012,3434,1691,0,0,3,1,164.53
05B_05-451-006_178,House,05B,6263 Ledwin ,9/22/2017,318500,Colonial,C,1983,1709,956,900,0,2,1,186.37
05B_05-479-020_179,House,05B,1285 Falcon ,10/20/2017,347000,Colonial,C,1987,1928,743,0,0,2,0,179.98
05B_05-426-003_180,House,05B,6416 Denton ,10/27/2017,348000,Colonial,C,1984,1964,751,0,0,2,1,177.19
05B_05-429-018_181,House,05B,1168 Prosper ,5/19/2017,353000,Colonial,C,1984,1969,751,750,0,2,1,179.28
05B_05-429-020_182,House,05B,1132 Prosper ,5/31/2017,335000,Colonial,C,1984,2019,736,0,0,2,1,165.92
05B_05-453-005_183,House,05B,1339 Barton Way ,3/7/2019,406000,Colonial,C,1985,2039,724,1000,0,2,1,199.12
05B_05-426-002_184,House,05B,6422 Denton ,9/8/2017,400000,Colonial,C,1985,2301,1716,0,0,2,1,173.84
05B_05-428-024_185,House,05B,6392 Elsey ,11/20/2018,442500,Colonial,C,1984,2341,1189,1189,0,2,1,189.02
05B_05-406-005_186,House,05B,1231 Prosper ,11/29/2018,415000,Colonial,C,1984,2345,999,690,0,2,1,176.97
05B_05-479-017_187,House,05B,1243 Falcon ,5/25/2018,388000,Colonial,C,1987,2349,999,0,0,2,1,165.18
05B_05-478-002_188,House,05B,1193 Barton Way ,4/28/2017,380000,Colonial,C,1983,2401,1017,0,0,2,1,158.27
05B_05-406-010_189,House,05B,1250 Kinlock ,10/24/2018,414900,Colonial,C,1985,2508,1260,0,0,2,1,165.43
05B_05-428-023_190,House,05B,6400 Elsey ,8/9/2017,418000,Colonial,C,1985,2528,1437,0,1200,2,2,165.35
05B_05-428-031_191,House,05B,6352 Elsey ,8/10/2017,425000,Colonial,C,1986,2573,1080,775,0,3,1,165.18
05B_05-429-025_192,House,05B,1042 Prosper ,3/12/2018,422000,Colonial,C,1982,2619,713,1000,0,2,1,161.13
05B_05-427-008_193,House,05B,6362 Denton ,9/6/2018,400000,Colonial,C,1983,2888,1692,0,0,2,1,138.50
05B_05-454-013_194,House,05B,1327 Falcon ,6/30/2017,425000,Colonial,C,1987,2979,1596,0,0,2,1,142.67
05B_05-402-011_195,House,05B,1356 Prosper ,11/15/2017,290000,Ranch,C,1982,1489,1489,0,0,2,0,194.76
05B_05-404-003_196,House,05B,6471 Denton ,9/29/2017,341000,Ranch,C,1982,1549,1549,0,1400,3,0,220.14
05B_05-428-009_197,House,05B,6367 Denton ,9/10/2018,380000,Ranch,C,1983,1675,1562,0,1430,3,0,226.87
05B_05-428-009_198,House,05B,6367 Denton ,9/28/2017,355000,Ranch,C,1983,1675,1562,3,0,,,211.94
05B_05-453-003_199,House,05B,1277 Barton Way ,11/27/2017,359000,Ranch,C,1986,1719,1696,600,0,2,1,208.84
05B_05-428-004_200,House,05B,6409 Denton ,4/27/2018,335000,Ranch,C,1985,1988,1988,0,0,2,0,168.51
05C_05-101-001_201,House,05C,6703 Mountain ,11/9/2017,319000,Colonial,C,1986,2089,891,750,0,2,1,152.70
05C_05-129-001_202,House,05C,6984 Forest Park ,7/20/2018,325000,Colonial,C,1983,2127,1094,0,0,2,1,152.80
05C_05-151-029_203,House,05C,1671 White Birch ,7/18/2018,319000,Colonial,C,1987,2205,1112,0,0,2,1,144.67
05C_05-128-009_204,House,05C,6783 Forest Park ,12/18/2017,389900,Colonial,C,1983,2294,1006,0,1000,2,1,169.97
05C_05-130-009_205,House,05C,6643 Forest Park ,8/4/2017,449000,Colonial,C,1987,2631,1166,0,974,2,2,170.66
05C_05-129-005_206,House,05C,6928 Forest Park ,6/1/2018,320000,Colonial,C,1979,2642,1234,0,0,2,1,121.12
05C_05-129-021_207,House,05C,6740 Locust ,7/18/2017,380000,Colonial,C,1985,2725,2030,1500,0,2,1,139.45
05C_05-101-016_208,House,05C,6591 Mountain ,5/1/2017,365000,Colonial,C,1987,2987,1582,900,0,2,1,122.20
05C_05-151-010_209,House,05C,1731 Pinoak ,8/20/2018,425000,Colonial,C,1988,3005,1777,1550,0,2,2,141.43
05C_05-129-031_210,House,05C,6746 Forest Park ,4/27/2018,325000,Ranch,C,1984,1792,1895,0,0,2,0,181.36
05C_05-152-001_211,House,05C,6658 Mountain ,7/21/2017,415000,Ranch,C,1986,2193,2193,1800,0,2,1,189.24
05D_05-251-005_212,House,05D,6559 Basswood ,12/12/2017,400000,Colonial,BC,1989,2447,1801,1500,0,3,1,163.47
05D_05-402-014_213,House,05D,6498 Basswood ,9/22/2017,408200,Colonial,BC,1990,2726,2035,1500,0,2,2,149.74
05D_05-278-003_214,House,05D,1099 Joshua ,7/17/2017,474900,Colonial,BC,1988,2731,1155,0,1000,2,1,173.89
05D_05-251-008_215,House,05D,6513 Basswood ,8/25/2017,440000,Colonial,BC,1990,2779,1623,1500,0,3,1,158.33
05D_05-402-026_216,House,05D,6497 Basswood ,3/14/2019,460000,Colonial,BC,1990,2798,1464,1000,0,2,2,164.40
05D_05-278-018_217,House,05D,1256 Country ,9/10/2018,455000,Colonial,BC,1988,2849,2167,1800,0,2,1,159.71
05D_05-202-010_218,House,05D,6669 Aurora ,12/29/2017,385000,Colonial,BC,1988,2881,1849,0,0,2,1,133.63
05D_05-202-008_219,House,05D,6713 Aurora ,9/27/2018,424000,Colonial,BC,1988,2969,2147,0,0,2,1,142.81
05D_05-203-003_220,House,05D,1427 Almond ,5/9/2017,569150,Colonial,BC,1991,3493,1914,0,1200,2,2,162.94
05D_05-203-029_221,House,05D,6787 Pineway ,12/27/2017,502250,Colonial,BC,1990,3671,1884,0,0,2,1,136.82
05D_05-280-013_222,House,05D,6549 Hill Top ,4/24/2017,400000,Ranch,BC,1987,2190,1850,0,0,2,1,182.65
05D_05-203-012_223,House,05D,6630 Aurora ,7/12/2018,438600,Ranch,BC,1989,2239,1899,1700,0,2,1,195.89
05D_05-402-015_224,House,05D,6482 Basswood ,5/16/2017,451000,Ranch,BC,1990,2780,2430,950,0,2,1,162.23
05E_05-129-045_225,House,05E,1578 Redbud ,3/28/2018,338000,Bi-Level,C,1992,3789,0,0,0,3,0,89.21
05E_05-177-002_226,House,05E,1577 Redbud ,2/14/2018,420000,Colonial,BC,1991,2531,1272,1100,0,3,1,165.94
05E_05-177-005_227,House,05E,6593 Crabapple ,7/18/2018,450000,Colonial,BC,1990,2728,2064,1650,0,3,1,164.96
05E_05-129-043_228,House,05E,1602 Redbud ,6/11/2018,430000,Colonial,BC,1992,2746,1632,1400,0,3,1,156.59
05E_05-153-002_229,House,05E,6539 Tamarack ,9/15/2017,420000,Colonial,BC,1995,3003,1724,0,0,2,1,139.86
05E_05-153-005_230,House,05E,6515 Tamarack ,8/23/2017,380000,Colonial,BC,1994,3006,1702,0,0,2,1,126.41
05E_05-179-003_231,House,05E,6553 Crabapple ,12/27/2017,397500,Colonial,BC,1990,3423,2291,1500,0,2,1,116.13
05E_05-177-004_232,House,05E,6601 Crabapple ,3/5/2018,568000,Colonial,B,1994,3855,2071,1660,0,4,1,147.34
05E_05-179-006_233,House,05E,6578 Tamarack ,12/7/2018,540000,Colonial,B,1994,4063,2190,0,0,2,1,132.91
05F_05-353-026_234,House,05F,6022 Hearthside ,11/30/2018,480000,Colonial,BC,1993,3167,1788,0,0,2,1,151.56
05F_05-351-001_235,House,05F,6259 Country Ridge ,5/10/2018,599000,Colonial,BC,1991,3169,1773,1500,0,3,1,189.02
05F_05-353-001_236,House,05F,6202 Carriage Trail ,3/26/2019,590000,Colonial,BC,1990,3530,1922,1400,0,3,1,167.14
05G_05-204-027_237,House,05G,6609 Tree Knoll ,5/19/2017,450000,Colonial,BC,1994,2173,1628,0,1450,3,1,207.09
05G_05-205-001_238,House,05G,1333 Almond ,6/1/2018,450000,Colonial,BC,1994,2602,1277,0,0,2,1,172.94
05G_05-230-006_239,House,05G,6775 Woodcrest ,10/9/2018,495000,Colonial,BC,1992,2749,1960,1875,0,3,1,180.07
05G_05-204-028_240,House,05G,6591 Tree Knoll ,11/7/2017,474900,Colonial,BC,1994,2785,1955,0,500,2,1,170.52
05G_05-205-009_241,House,05G,6634 Tree Knoll ,5/3/2018,384000,Colonial,BC,1992,2841,1380,0,0,2,1,135.16
05G_05-205-012_242,House,05G,6572 Tree Knoll ,4/23/2018,565000,Colonial,BC,1994,3316,1807,0,1750,3,1,170.39
05J_05-153-018_243,House,05J,1910 Buckthorn ,5/30/2018,475000,Colonial,B,1998,3061,1614,1200,0,3,1,155.18
05J_05-153-011_244,House,05J,6448 Crabapple ,8/23/2018,542000,Ranch,B,1997,2491,2430,1944,0,3,1,217.58
05M_05-301-067_245,House,05M,1850 New Castle ,8/10/2018,720000,Colonial,B,2005,3578,1953,0,0,3,1,201.23
05M_05-301-012_246,House,05M,1846 Wyngate ,1/15/2018,735000,Colonial,B,2005,3821,2561,0,0,3,1,192.36
05M_05-301-036_247,House,05M,1726 Fireside ,2/15/2019,700000,Colonial,B,2005,3821,2561,1800,0,4,1,183.20
06A_06-177-002_248,House,06A,2629 Limerick ,7/7/2017,317500,Colonial,C,1968,1960,806,0,0,2,1,161.99
06A_06-103-001_249,House,06A,6793 Limerick ,10/9/2018,305000,Colonial,C,1966,2157,648,0,0,2,1,141.40
06A_06-126-012_250,House,06A,6810 Killarney ,3/7/2019,370000,Colonial,C,1963,2465,810,1000,0,2,1,150.10
06A_06-151-010_251,House,06A,2711 Limerick ,5/31/2018,407000,Colonial,C,1967,2533,1413,560,0,2,1,160.68
06A_06-126-018_252,House,06A,6877 Dublin Fair ,1/26/2018,308000,T-Quad,C,1960,2496,776,582,0,2,1,123.40
06A_06-177-007_253,House,06A,2509 Limerick ,11/27/2017,410000,Tri-Level,C,1964,2785,0,0,0,2,1,147.22
06B_06-427-009_254,House,06B,2130 Dalesford ,11/2/2018,440000,Colonial,BC,1985,2510,1871,900,0,2,1,175.30
06B_06-226-007_255,House,06B,2202 Grenadier ,9/12/2018,410000,Colonial,BC,1986,2696,2007,0,0,2,1,152.08
06B_06-226-003_256,House,06B,2126 Grenadier ,4/26/2017,344900,Colonial,BC,1979,2787,1379,0,0,2,1,123.75
06B_06-227-003_257,House,06B,6934 Duchess ,6/29/2018,360000,Colonial,BC,1983,2836,1365,0,0,2,1,126.94
06B_06-227-010_258,House,06B,2137 Grenadier ,7/12/2017,429000,Colonial,BC,1981,3046,1138,0,0,2,1,140.84
06B_06-103-013_259,House,06B,2861 Lk Charnwood ,6/5/2018,440000,Colonial,BC,1989,3416,1611,0,0,2,1,128.81
06C_06-426-008_260,House,06C,2313 Red Maple ,7/31/2017,416000,Colonial,BC,1978,2895,1438,570,0,2,1,143.70
06C_06-401-018_261,House,06C,2403 Red Maple ,4/30/2018,480000,Colonial,BC,1978,2933,1460,1000,0,3,1,163.65
06C_06-403-002_262,House,06C,6441 Red Oak ,1/4/2019,615000,Colonial,BC,1979,3188,1804,1500,0,3,1,192.91
06C_06-252-005_263,House,06C,6537 Red Oak ,12/14/2017,450000,Colonial,BC,1977,3237,1235,0,0,2,1,139.02
06C_06-407-002_264,House,06C,6412 Tanglewood ,5/23/2017,560000,Colonial,B,1985,3366,1318,900,0,2,1,166.37
06C_06-406-007_265,House,06C,6419 Tanglewood ,5/31/2018,605000,Colonial,B,1984,3533,2051,1300,0,2,1,171.24
06C_06-277-016_266,House,06C,6552 Park View ,8/7/2017,648000,Colonial,B,1984,3669,2505,0,0,3,1,176.61
06C_06-276-013_267,House,06C,6557 Park View ,11/26/2018,425000,Ranch,BC,1984,2430,2430,0,0,3,0,174.90
06C_06-402-007_268,House,06C,2422 Red Maple ,5/30/2017,447000,Ranch,BC,1978,2726,2714,1000,0,2,1,163.98
06D_06-152-009_269,House,06D,6448 Tutbury ,11/16/2018,380000,Ranch,C,1954,1833,0,0,0,2,0,207.31
06D_06-327-005_270,House,06D,2550 Ramsbury ,10/15/2018,335000,Ranch,C,1954,2138,0,0,0,2,1,156.69
06E_06-303-010_271,House,06E,6395 Malvern ,5/4/2018,1425000,Colonial,A,2015,4978,3672,0,2400,5,2,286.26
06E_06-351-004_272,House,06E,2865 Charnwood ,9/22/2017,1155000,Colonial,A,2016,5418,3308,0,0,4,2,213.18
07B_07-126-011_273,House,07B,5687 Andover ,6/19/2017,435000,Colonial,B,1968,2727,906,850,0,2,1,159.52
07B_07-129-003_274,House,07B,2594 Hounds Chase ,7/10/2018,395000,Colonial,B,1969,2796,930,0,0,3,0,141.27
07B_07-327-002_275,House,07B,2619 Fox Chase ,8/1/2018,445500,Colonial,B,1973,2954,1525,800,0,3,2,150.81
07B_07-126-010_276,House,07B,5715 Andover ,1/31/2019,427500,Colonial,BC,1968,3245,864,0,0,2,2,131.74
07C_08-304-013_277,House,07C,5288 Cheltenham ,9/19/2017,365000,Colonial,BC,1985,2367,1720,0,0,2,1,154.20
07C_07-427-005_278,House,07C,2073 Connolly ,12/20/2018,435000,Colonial,BC,1984,2418,1232,785,0,2,1,179.90
07C_07-452-012_279,House,07C,2356 Claymont ,11/30/2017,390000,Colonial,BC,1979,2574,962,0,0,2,1,151.52
07C_07-451-008_280,House,07C,5200 Cherokee ,5/25/2018,481000,Colonial,BC,1979,2871,1137,900,0,2,1,167.54
07C_07-452-002_281,House,07C,5090 Collington ,8/10/2018,445000,Colonial,BC,1984,2889,1390,0,0,2,2,154.03
07C_07-426-008_282,House,07C,2112 Connolly ,6/4/2018,495000,Colonial,BC,1981,2906,1183,0,0,2,1,170.34
07C_07-451-021_283,House,07C,5089 Collington ,6/29/2017,450000,Colonial,BC,1979,2923,1286,0,0,2,1,153.95
07C_07-428-026_284,House,07C,5317 Capri ,2/27/2018,480000,Colonial,BC,1985,2933,1622,1400,0,3,1,163.65
07C_08-302-010_285,House,07C,5357 Corbin ,10/26/2018,478000,Colonial,BC,1986,2946,1367,0,0,2,1,162.25
07C_07-402-005_286,House,07C,5390 Windy ,9/1/2017,390000,Colonial,BC,1976,3042,1235,0,0,2,1,128.21
07C_07-402-001_287,House,07C,5403 Windy ,7/7/2017,488000,Colonial,BC,1976,3164,1303,550,0,2,1,154.24
07C_07-479-019_288,House,07C,5122 Cameron ,6/22/2017,465000,Colonial,BC,1979,3209,1169,0,1300,3,1,144.90
07C_07-478-001_289,House,07C,2145 Cameo ,6/29/2018,450000,Colonial,BC,1977,3217,1144,1000,0,2,2,139.88
07C_07-477-009_290,House,07C,5117 Cardinal ,11/16/2017,517500,Colonial,BC,1986,3496,1116,0,0,2,1,148.03
07C_07-402-007_291,House,07C,5401 Ridge ,5/10/2018,530000,Colonial,BC,1977,3556,1232,900,0,2,2,149.04
07C_07-428-007_292,House,07C,2200 Cameo ,10/5/2018,560000,Colonial,BC,1983,3786,1378,0,0,3,1,147.91
07C_08-304-010_293,House,07C,5340 Cheltenham ,6/22/2017,380000,Ranch,BC,1986,1861,1842,1500,0,2,1,204.19
07C_08-157-001_294,House,07C,5606 Cheltenham ,4/17/2017,325000,Ranch,BC,1984,2128,2128,0,0,2,0,152.73
07C_08-302-006_295,House,07C,5445 Corbin ,6/18/2018,436000,Ranch,BC,1985,2145,2128,1700,0,2,0,203.26
07C_08-156-005_296,House,07C,5515 Cheltenham ,9/22/2017,430000,Ranch,BC,1983,2253,2113,1650,0,2,0,190.86
07C_07-454-007_297,House,07C,2377 Claymont ,8/15/2018,382000,Ranch,BC,1978,2294,1904,1500,0,2,1,166.52
07C_07-451-002_298,House,07C,5201 Cherokee ,8/29/2018,427000,Ranch,BC,1979,2465,1900,2000,0,3,1,173.23
07C_07-428-009_299,House,07C,2172 Cameo ,3/27/2019,430000,Ranch,BC,1981,2480,1901,0,0,2,1,173.39
07C_07-453-004_300,House,07C,5190 Collington ,4/14/2017,366000,Ranch,BC,1979,2509,1903,0,0,2,1,145.87
07C_07-428-016_301,House,07C,5393 Capri ,12/26/2018,400000,Ranch,BC,1981,2546,2152,0,0,3,0,157.11
07C_08-303-012_302,House,07C,5485 Cheltenham ,10/10/2017,405200,Ranch,BC,1986,2652,2652,0,0,2,1,152.79
07C_07-427-018_303,House,07C,5314 Capri ,7/18/2017,417000,Ranch,BC,1979,2759,2153,0,0,3,0,151.14
07D_07-329-007_304,House,07D,2681 Homewood ,5/21/2018,502000,Colonial,BC,1978,2999,1710,1368,0,2,1,167.39
07D_07-304-002_305,House,07D,2923 Homewood ,8/10/2018,535000,Colonial,BC,1976,3311,1316,575,0,2,1,161.58
07E_07-376-008_306,House,07E,2801 Creek Bend ,11/6/2017,479000,Colonial,BC,1981,3002,1235,800,0,2,1,159.56
07E_07-377-013_307,House,07E,2750 Creek Bend ,7/16/2018,475000,Colonial,BC,1979,3003,1231,500,0,2,2,158.18
07E_07-376-005_308,House,07E,2837 Creek Bend ,5/9/2017,415000,Colonial,BC,1979,3018,1240,0,0,2,1,137.51
07E_07-377-028_309,House,07E,2641 Creek Bend ,8/15/2018,454000,Colonial,BC,1979,3032,1721,600,0,2,2,149.74
07E_07-351-027_310,House,07E,2955 River Valley ,5/5/2017,435000,Colonial,BC,1978,3097,1772,0,0,2,1,140.46
07G_07-280-007_311,House,07G,5573 Woodfield ,2/14/2018,540000,Colonial,B,1990,3330,1866,0,0,2,1,162.16
07G_07-253-005_312,House,07G,2385 Oak Ridge ,8/22/2017,650000,Colonial,B,1991,3608,2059,0,1800,3,1,180.16
07G_07-251-014_313,House,07G,2481 Oak Ridge ,1/31/2018,635000,Colonial,B,1989,3695,2062,0,1400,3,2,171.85
07G_07-252-020_314,House,07G,2370 Oak Ridge ,5/19/2017,680000,Colonial,B,1991,3751,2235,0,1788,4,1,181.28
07G_07-280-002_315,House,07G,5626 Clearview ,8/11/2017,750000,Colonial,B,1988,3772,2321,2000,0,3,1,198.83
07G_07-227-005_316,House,07G,5785 Springbrook ,3/29/2019,640000,Colonial,B,1990,4254,2352,0,0,3,2,150.45
07G_07-202-010_317,House,07G,5763 Algonquin ,10/2/2017,769900,Colonial,B,1997,4278,2355,0,1884,4,2,179.97
07G_07-278-006_318,House,07G,5697 Greenhill ,1/8/2018,675000,Colonial,B,1991,4287,2294,1750,0,4,1,157.45
07G_07-226-017_319,House,07G,5790 Springbrook ,8/31/2017,777500,Colonial,B,1991,4541,2426,2100,0,3,3,171.22
07G_07-276-022_320,House,07G,1880 Connolly ,5/17/2017,800000,Colonial,B,1991,4655,3213,2300,0,3,2,171.86
07G_07-201-022_321,House,07G,2334 Haverford ,2/27/2019,880000,Colonial,B,1998,4750,3194,0,0,3,1,185.26
07G_07-228-004_322,House,07G,5696 Greenhill ,7/21/2017,862000,Colonial,B,1992,4959,3220,2100,0,5,1,173.83
07G_07-278-013_323,House,07G,2136 Tall Oaks ,6/1/2018,770000,Colonial,B,1992,5127,2575,0,1800,5,1,150.19
07G_07-202-023_324,House,07G,5845 Clearview Ct ,9/25/2018,900000,Colonial,A,1994,5218,2829,2500,0,4,2,172.48
07G_07-202-021_325,House,07G,5865 Clearview ,9/18/2017,850000,Colonial,B,1995,5276,2856,1600,0,3,3,161.11
07G_07-202-015_326,House,07G,5806 Algonquin ,11/30/2018,1050000,Colonial,A,1994,5695,2951,0,1700,5,2,184.37
07K_07-351-037_327,House,07K,2949 Vineyards ,8/3/2017,1020000,Colonial,A,1997,4560,2549,0,1800,4,2,223.68
07K_07-304-012_328,House,07K,2906 Vineyards ,4/28/2017,950000,Colonial,A,1995,5245,2945,0,2300,3,3,181.12
07K_07-351-053_329,House,07K,5139 Vineyards Ct ,9/15/2017,1100000,Colonial,A,1996,5266,3303,0,2632,4,2,208.89
07M_07-102-036_330,House,07M,5940 Sussex ,8/15/2017,525650,Colonial,BC,1989,3071,1507,0,975,4,1,171.17
07M_07-101-013_331,House,07M,5905 Sussex ,5/31/2018,699000,Colonial,B,2017,3634,1867,0,0,4,0,192.35
07M_07-152-007_332,House,07M,2929 Devonwood ,6/6/2018,785000,Colonial,B,1997,4095,2220,0,1500,4,2,191.70
07M_07-151-054_333,House,07M,5773 Sussex ,7/5/2017,1005000,Colonial,B,1955,7881,3380,0,0,5,1,127.52
07M_07-151-026_334,House,07M,5732 Adams ,8/28/2017,605000,Ranch,B,1994,3068,3068,0,3000,4,0,197.20
08A_08-102-011_335,House,08A,1784 Fleetwood ,12/21/2018,260000,Colonial,C,1978,1560,650,0,0,1,1,166.67
08A_08-103-006_336,House,08A,5826 Faircastle ,5/4/2018,260000,Colonial,C,1977,1610,650,500,0,1,1,161.49
08A_08-127-002_337,House,08A,1771 Farmbrook ,11/19/2018,266000,Colonial,C,1978,1626,650,0,0,1,1,163.59
08A_08-154-005_338,House,08A,1872 Flemington ,12/7/2017,255000,Colonial,C,1973,2038,0,0,0,2,1,125.12
08A_08-126-005_339,House,08A,1697 Fleetwood ,9/1/2017,276000,Colonial,C,1977,2050,906,456,0,2,1,134.63
08A_08-152-009_340,House,08A,1967 Freemont ,4/12/2017,289000,Colonial,C,1977,2050,906,0,0,1,1,140.98
08A_08-152-014_341,House,08A,1987 Freemont ,6/22/2017,280000,Colonial,C,1977,2050,856,925,0,2,1,136.59
08A_08-177-005_342,House,08A,5726 Firwood ,6/11/2018,340000,Colonial,C,1977,2050,906,0,725,2,1,165.85
08A_08-101-021_343,House,08A,1959 Fleetwood ,3/22/2019,290000,Colonial,C,1977,2098,858,0,0,2,1,138.23
08A_08-126-010_344,House,08A,1633 Fleetwood ,10/31/2018,306700,Colonial,C,1977,2098,856,0,0,2,1,146.19
08A_08-152-016_345,House,08A,5564 Firwood ,8/1/2018,330000,Colonial,C,1978,2102,932,0,0,1,1,156.99
08A_08-101-002_346,House,08A,5713 Faircastle ,4/11/2017,285000,Colonial,C,1979,2208,1104,0,0,2,1,129.08
