ID	Residence_Type	ECF	Street Address	Sale_Date	Price	Type	Class	Year_Built	Square_Feet	Basement_Square_Feet	Basement_Finished_Recreation	Basement_Finished_Living	Full_Baths	Half_Baths	Price_per_sqft
04K_04-451-033_172	House	04K	440 Belle Meade 	43479	630000	Colonial	B	2000	4026	2694	0	0	3	2	156.48
04M_04-228-004_173	House	04M	94 Ingram 	43336	535000	Colonial	B	2000	3737	1917	0	0	3	1	143.16
04M_04-230-001_174	House	04M	6862 Richmond 	43283	690000	Colonial	B	2000	4416	2090	0	2000	4	2	156.25
04P_04-100-075_175	House	04P	831 Benjamin 	43007	485000	Colonial	BC	2010	3119	2251	0	0	2	2	155.5
04P_04-157-003_176	House	04P	928 Benjamin 	43049	528000	Colonial	B	2013	3169	1714	0	0	2	1	166.61
04P_04-100-066_177	House	04P	6852 Merrick 	42851	565000	Colonial	BC	2012	3434	1691	0	0	3	1	164.53
05B_05-451-006_178	House	05B	6263 Ledwin 	43000	318500	Colonial	C	1983	1709	956	900	0	2	1	186.37
05B_05-479-020_179	House	05B	1285 Falcon 	43028	347000	Colonial	C	1987	1928	743	0	0	2	0	179.98
05B_05-426-003_180	House	05B	6416 Denton 	43035	348000	Colonial	C	1984	1964	751	0	0	2	1	177.19
05B_05-429-018_181	House	05B	1168 Prosper 	42874	353000	Colonial	C	1984	1969	751	750	0	2	1	179.28
05B_05-429-020_182	House	05B	1132 Prosper 	42886	335000	Colonial	C	1984	2019	736	0	0	2	1	165.92
05B_05-453-005_183	House	05B	1339 Barton Way 	43531	406000	Colonial	C	1985	2039	724	1000	0	2	1	199.12
05B_05-426-002_184	House	05B	6422 Denton 	42986	400000	Colonial	C	1985	2301	1716	0	0	2	1	173.84
05B_05-428-024_185	House	05B	6392 Elsey 	43424	442500	Colonial	C	1984	2341	1189	1189	0	2	1	189.02
05B_05-406-005_186	House	05B	1231 Prosper 	43433	415000	Colonial	C	1984	2345	999	690	0	2	1	176.97
05B_05-479-017_187	House	05B	1243 Falcon 	43245	388000	Colonial	C	1987	2349	999	0	0	2	1	165.18
05B_05-478-002_188	House	05B	1193 Barton Way 	42853	380000	Colonial	C	1983	2401	1017	0	0	2	1	158.27
05B_05-406-010_189	House	05B	1250 Kinlock 	43397	414900	Colonial	C	1985	2508	1260	0	0	2	1	165.43
05B_05-428-023_190	House	05B	6400 Elsey 	42956	418000	Colonial	C	1985	2528	1437	0	1200	2	2	165.35
05B_05-428-031_191	House	05B	6352 Elsey 	42957	425000	Colonial	C	1986	2573	1080	775	0	3	1	165.18
05B_05-429-025_192	House	05B	1042 Prosper 	43171	422000	Colonial	C	1982	2619	713	1000	0	2	1	161.13
05B_05-427-008_193	House	05B	6362 Denton 	43349	400000	Colonial	C	1983	2888	1692	0	0	2	1	138.5
05B_05-454-013_194	House	05B	1327 Falcon 	42916	425000	Colonial	C	1987	2979	1596	0	0	2	1	142.67
05B_05-402-011_195	House	05B	1356 Prosper 	43054	290000	Ranch	C	1982	1489	1489	0	0	2	0	194.76
05B_05-404-003_196	House	05B	6471 Denton 	43007	341000	Ranch	C	1982	1549	1549	0	1400	3	0	220.14
05B_05-428-009_197	House	05B	6367 Denton 	43353	380000	Ranch	C	1983	1675	1562	0	1430	3	0	226.87
05B_05-428-009_198	House	05B	6367 Denton 	43006	355000	Ranch	C	1983	1675	1562	3	0			211.94
05B_05-453-003_199	House	05B	1277 Barton Way 	43066	359000	Ranch	C	1986	1719	1696	600	0	2	1	208.84
05B_05-428-004_200	House	05B	6409 Denton 	43217	335000	Ranch	C	1985	1988	1988	0	0	2	0	168.51
05C_05-101-001_201	House	05C	6703 Mountain 	43048	319000	Colonial	C	1986	2089	891	750	0	2	1	152.7
05C_05-129-001_202	House	05C	6984 Forest Park 	43301	325000	Colonial	C	1983	2127	1094	0	0	2	1	152.8
05C_05-151-029_203	House	05C	1671 White Birch 	43299	319000	Colonial	C	1987	2205	1112	0	0	2	1	144.67
05C_05-128-009_204	House	05C	6783 Forest Park 	43087	389900	Colonial	C	1983	2294	1006	0	1000	2	1	169.97
05C_05-130-009_205	House	05C	6643 Forest Park 	42951	449000	Colonial	C	1987	2631	1166	0	974	2	2	170.66
05C_05-129-005_206	House	05C	6928 Forest Park 	43252	320000	Colonial	C	1979	2642	1234	0	0	2	1	121.12
05C_05-129-021_207	House	05C	6740 Locust 	42934	380000	Colonial	C	1985	2725	2030	1500	0	2	1	139.45
05C_05-101-016_208	House	05C	6591 Mountain 	42856	365000	Colonial	C	1987	2987	1582	900	0	2	1	122.2
05C_05-151-010_209	House	05C	1731 Pinoak 	43332	425000	Colonial	C	1988	3005	1777	1550	0	2	2	141.43
05C_05-129-031_210	House	05C	6746 Forest Park 	43217	325000	Ranch	C	1984	1792	1895	0	0	2	0	181.36
05C_05-152-001_211	House	05C	6658 Mountain 	42937	415000	Ranch	C	1986	2193	2193	1800	0	2	1	189.24
05D_05-251-005_212	House	05D	6559 Basswood 	43081	400000	Colonial	BC	1989	2447	1801	1500	0	3	1	163.47
05D_05-402-014_213	House	05D	6498 Basswood 	43000	408200	Colonial	BC	1990	2726	2035	1500	0	2	2	149.74
05D_05-278-003_214	House	05D	1099 Joshua 	42933	474900	Colonial	BC	1988	2731	1155	0	1000	2	1	173.89
05D_05-251-008_215	House	05D	6513 Basswood 	42972	440000	Colonial	BC	1990	2779	1623	1500	0	3	1	158.33
05D_05-402-026_216	House	05D	6497 Basswood 	43538	460000	Colonial	BC	1990	2798	1464	1000	0	2	2	164.4
05D_05-278-018_217	House	05D	1256 Country 	43353	455000	Colonial	BC	1988	2849	2167	1800	0	2	1	159.71
05D_05-202-010_218	House	05D	6669 Aurora 	43098	385000	Colonial	BC	1988	2881	1849	0	0	2	1	133.63
05D_05-202-008_219	House	05D	6713 Aurora 	43370	424000	Colonial	BC	1988	2969	2147	0	0	2	1	142.81
05D_05-203-003_220	House	05D	1427 Almond 	42864	569150	Colonial	BC	1991	3493	1914	0	1200	2	2	162.94
05D_05-203-029_221	House	05D	6787 Pineway 	43096	502250	Colonial	BC	1990	3671	1884	0	0	2	1	136.82
05D_05-280-013_222	House	05D	6549 Hill Top 	42849	400000	Ranch	BC	1987	2190	1850	0	0	2	1	182.65
05D_05-203-012_223	House	05D	6630 Aurora 	43293	438600	Ranch	BC	1989	2239	1899	1700	0	2	1	195.89
05D_05-402-015_224	House	05D	6482 Basswood 	42871	451000	Ranch	BC	1990	2780	2430	950	0	2	1	162.23
05E_05-129-045_225	House	05E	1578 Redbud 	43187	338000	Bi-Level	C	1992	3789	0	0	0	3	0	89.21
05E_05-177-002_226	House	05E	1577 Redbud 	43145	420000	Colonial	BC	1991	2531	1272	1100	0	3	1	165.94
05E_05-177-005_227	House	05E	6593 Crabapple 	43299	450000	Colonial	BC	1990	2728	2064	1650	0	3	1	164.96
05E_05-129-043_228	House	05E	1602 Redbud 	43262	430000	Colonial	BC	1992	2746	1632	1400	0	3	1	156.59
05E_05-153-002_229	House	05E	6539 Tamarack 	42993	420000	Colonial	BC	1995	3003	1724	0	0	2	1	139.86
05E_05-153-005_230	House	05E	6515 Tamarack 	42970	380000	Colonial	BC	1994	3006	1702	0	0	2	1	126.41
05E_05-179-003_231	House	05E	6553 Crabapple 	43096	397500	Colonial	BC	1990	3423	2291	1500	0	2	1	116.13
05E_05-177-004_232	House	05E	6601 Crabapple 	43164	568000	Colonial	B	1994	3855	2071	1660	0	4	1	147.34
05E_05-179-006_233	House	05E	6578 Tamarack 	43441	540000	Colonial	B	1994	4063	2190	0	0	2	1	132.91
05F_05-353-026_234	House	05F	6022 Hearthside 	43434	480000	Colonial	BC	1993	3167	1788	0	0	2	1	151.56
05F_05-351-001_235	House	05F	6259 Country Ridge 	43230	599000	Colonial	BC	1991	3169	1773	1500	0	3	1	189.02
05F_05-353-001_236	House	05F	6202 Carriage Trail 	43550	590000	Colonial	BC	1990	3530	1922	1400	0	3	1	167.14
05G_05-204-027_237	House	05G	6609 Tree Knoll 	42874	450000	Colonial	BC	1994	2173	1628	0	1450	3	1	207.09
05G_05-205-001_238	House	05G	1333 Almond 	43252	450000	Colonial	BC	1994	2602	1277	0	0	2	1	172.94
05G_05-230-006_239	House	05G	6775 Woodcrest 	43382	495000	Colonial	BC	1992	2749	1960	1875	0	3	1	180.07
05G_05-204-028_240	House	05G	6591 Tree Knoll 	43046	474900	Colonial	BC	1994	2785	1955	0	500	2	1	170.52
05G_05-205-009_241	House	05G	6634 Tree Knoll 	43223	384000	Colonial	BC	1992	2841	1380	0	0	2	1	135.16
05G_05-205-012_242	House	05G	6572 Tree Knoll 	43213	565000	Colonial	BC	1994	3316	1807	0	1750	3	1	170.39
05J_05-153-018_243	House	05J	1910 Buckthorn 	43250	475000	Colonial	B	1998	3061	1614	1200	0	3	1	155.18
05J_05-153-011_244	House	05J	6448 Crabapple 	43335	542000	Ranch	B	1997	2491	2430	1944	0	3	1	217.58
05M_05-301-067_245	House	05M	1850 New Castle 	43322	720000	Colonial	B	2005	3578	1953	0	0	3	1	201.23
05M_05-301-012_246	House	05M	1846 Wyngate 	43115	735000	Colonial	B	2005	3821	2561	0	0	3	1	192.36
05M_05-301-036_247	House	05M	1726 Fireside 	43511	700000	Colonial	B	2005	3821	2561	1800	0	4	1	183.2
06A_06-177-002_248	House	06A	2629 Limerick 	42923	317500	Colonial	C	1968	1960	806	0	0	2	1	161.99
06A_06-103-001_249	House	06A	6793 Limerick 	43382	305000	Colonial	C	1966	2157	648	0	0	2	1	141.4
06A_06-126-012_250	House	06A	6810 Killarney 	43531	370000	Colonial	C	1963	2465	810	1000	0	2	1	150.1
06A_06-151-010_251	House	06A	2711 Limerick 	43251	407000	Colonial	C	1967	2533	1413	560	0	2	1	160.68
06A_06-126-018_252	House	06A	6877 Dublin Fair 	43126	308000	T-Quad	C	1960	2496	776	582	0	2	1	123.4
06A_06-177-007_253	House	06A	2509 Limerick 	43066	410000	Tri-Level	C	1964	2785	0	0	0	2	1	147.22
06B_06-427-009_254	House	06B	2130 Dalesford 	43406	440000	Colonial	BC	1985	2510	1871	900	0	2	1	175.3
06B_06-226-007_255	House	06B	2202 Grenadier 	43355	410000	Colonial	BC	1986	2696	2007	0	0	2	1	152.08
06B_06-226-003_256	House	06B	2126 Grenadier 	42851	344900	Colonial	BC	1979	2787	1379	0	0	2	1	123.75
06B_06-227-003_257	House	06B	6934 Duchess 	43280	360000	Colonial	BC	1983	2836	1365	0	0	2	1	126.94
06B_06-227-010_258	House	06B	2137 Grenadier 	42928	429000	Colonial	BC	1981	3046	1138	0	0	2	1	140.84
06B_06-103-013_259	House	06B	2861 Lk Charnwood 	43256	440000	Colonial	BC	1989	3416	1611	0	0	2	1	128.81
06C_06-426-008_260	House	06C	2313 Red Maple 	42947	416000	Colonial	BC	1978	2895	1438	570	0	2	1	143.7
06C_06-401-018_261	House	06C	2403 Red Maple 	43220	480000	Colonial	BC	1978	2933	1460	1000	0	3	1	163.65
06C_06-403-002_262	House	06C	6441 Red Oak 	43469	615000	Colonial	BC	1979	3188	1804	1500	0	3	1	192.91
06C_06-252-005_263	House	06C	6537 Red Oak 	43083	450000	Colonial	BC	1977	3237	1235	0	0	2	1	139.02
06C_06-407-002_264	House	06C	6412 Tanglewood 	42878	560000	Colonial	B	1985	3366	1318	900	0	2	1	166.37
06C_06-406-007_265	House	06C	6419 Tanglewood 	43251	605000	Colonial	B	1984	3533	2051	1300	0	2	1	171.24
06C_06-277-016_266	House	06C	6552 Park View 	42954	648000	Colonial	B	1984	3669	2505	0	0	3	1	176.61
06C_06-276-013_267	House	06C	6557 Park View 	43430	425000	Ranch	BC	1984	2430	2430	0	0	3	0	174.9
06C_06-402-007_268	House	06C	2422 Red Maple 	42885	447000	Ranch	BC	1978	2726	2714	1000	0	2	1	163.98
06D_06-152-009_269	House	06D	6448 Tutbury 	43420	380000	Ranch	C	1954	1833	0	0	0	2	0	207.31
06D_06-327-005_270	House	06D	2550 Ramsbury 	43388	335000	Ranch	C	1954	2138	0	0	0	2	1	156.69
06E_06-303-010_271	House	06E	6395 Malvern 	43224	1425000	Colonial	A	2015	4978	3672	0	2400	5	2	286.26
06E_06-351-004_272	House	06E	2865 Charnwood 	43000	1155000	Colonial	A	2016	5418	3308	0	0	4	2	213.18
07B_07-126-011_273	House	07B	5687 Andover 	42905	435000	Colonial	B	1968	2727	906	850	0	2	1	159.52
07B_07-129-003_274	House	07B	2594 Hounds Chase 	43291	395000	Colonial	B	1969	2796	930	0	0	3	0	141.27
07B_07-327-002_275	House	07B	2619 Fox Chase 	43313	445500	Colonial	B	1973	2954	1525	800	0	3	2	150.81
07B_07-126-010_276	House	07B	5715 Andover 	43496	427500	Colonial	BC	1968	3245	864	0	0	2	2	131.74
07C_08-304-013_277	House	07C	5288 Cheltenham 	42997	365000	Colonial	BC	1985	2367	1720	0	0	2	1	154.2
07C_07-427-005_278	House	07C	2073 Connolly 	43454	435000	Colonial	BC	1984	2418	1232	785	0	2	1	179.9
07C_07-452-012_279	House	07C	2356 Claymont 	43069	390000	Colonial	BC	1979	2574	962	0	0	2	1	151.52
07C_07-451-008_280	House	07C	5200 Cherokee 	43245	481000	Colonial	BC	1979	2871	1137	900	0	2	1	167.54
07C_07-452-002_281	House	07C	5090 Collington 	43322	445000	Colonial	BC	1984	2889	1390	0	0	2	2	154.03
07C_07-426-008_282	House	07C	2112 Connolly 	43255	495000	Colonial	BC	1981	2906	1183	0	0	2	1	170.34
07C_07-451-021_283	House	07C	5089 Collington 	42915	450000	Colonial	BC	1979	2923	1286	0	0	2	1	153.95
07C_07-428-026_284	House	07C	5317 Capri 	43158	480000	Colonial	BC	1985	2933	1622	1400	0	3	1	163.65
07C_08-302-010_285	House	07C	5357 Corbin 	43399	478000	Colonial	BC	1986	2946	1367	0	0	2	1	162.25
07C_07-402-005_286	House	07C	5390 Windy 	42979	390000	Colonial	BC	1976	3042	1235	0	0	2	1	128.21
07C_07-402-001_287	House	07C	5403 Windy 	42923	488000	Colonial	BC	1976	3164	1303	550	0	2	1	154.24
07C_07-479-019_288	House	07C	5122 Cameron 	42908	465000	Colonial	BC	1979	3209	1169	0	1300	3	1	144.9
07C_07-478-001_289	House	07C	2145 Cameo 	43280	450000	Colonial	BC	1977	3217	1144	1000	0	2	2	139.88
07C_07-477-009_290	House	07C	5117 Cardinal 	43055	517500	Colonial	BC	1986	3496	1116	0	0	2	1	148.03
07C_07-402-007_291	House	07C	5401 Ridge 	43230	530000	Colonial	BC	1977	3556	1232	900	0	2	2	149.04
07C_07-428-007_292	House	07C	2200 Cameo 	43378	560000	Colonial	BC	1983	3786	1378	0	0	3	1	147.91
07C_08-304-010_293	House	07C	5340 Cheltenham 	42908	380000	Ranch	BC	1986	1861	1842	1500	0	2	1	204.19
07C_08-157-001_294	House	07C	5606 Cheltenham 	42842	325000	Ranch	BC	1984	2128	2128	0	0	2	0	152.73
07C_08-302-006_295	House	07C	5445 Corbin 	43269	436000	Ranch	BC	1985	2145	2128	1700	0	2	0	203.26
07C_08-156-005_296	House	07C	5515 Cheltenham 	43000	430000	Ranch	BC	1983	2253	2113	1650	0	2	0	190.86
07C_07-454-007_297	House	07C	2377 Claymont 	43327	382000	Ranch	BC	1978	2294	1904	1500	0	2	1	166.52
07C_07-451-002_298	House	07C	5201 Cherokee 	43341	427000	Ranch	BC	1979	2465	1900	2000	0	3	1	173.23
07C_07-428-009_299	House	07C	2172 Cameo 	43551	430000	Ranch	BC	1981	2480	1901	0	0	2	1	173.39
07C_07-453-004_300	House	07C	5190 Collington 	42839	366000	Ranch	BC	1979	2509	1903	0	0	2	1	145.87
07C_07-428-016_301	House	07C	5393 Capri 	43460	400000	Ranch	BC	1981	2546	2152	0	0	3	0	157.11
07C_08-303-012_302	House	07C	5485 Cheltenham 	43018	405200	Ranch	BC	1986	2652	2652	0	0	2	1	152.79
07C_07-427-018_303	House	07C	5314 Capri 	42934	417000	Ranch	BC	1979	2759	2153	0	0	3	0	151.14
07D_07-329-007_304	House	07D	2681 Homewood 	43241	502000	Colonial	BC	1978	2999	1710	1368	0	2	1	167.39
07D_07-304-002_305	House	07D	2923 Homewood 	43322	535000	Colonial	BC	1976	3311	1316	575	0	2	1	161.58
07E_07-376-008_306	House	07E	2801 Creek Bend 	43045	479000	Colonial	BC	1981	3002	1235	800	0	2	1	159.56
07E_07-377-013_307	House	07E	2750 Creek Bend 	43297	475000	Colonial	BC	1979	3003	1231	500	0	2	2	158.18
07E_07-376-005_308	House	07E	2837 Creek Bend 	42864	415000	Colonial	BC	1979	3018	1240	0	0	2	1	137.51
07E_07-377-028_309	House	07E	2641 Creek Bend 	43327	454000	Colonial	BC	1979	3032	1721	600	0	2	2	149.74
07E_07-351-027_310	House	07E	2955 River Valley 	42860	435000	Colonial	BC	1978	3097	1772	0	0	2	1	140.46
07G_07-280-007_311	House	07G	5573 Woodfield 	43145	540000	Colonial	B	1990	3330	1866	0	0	2	1	162.16
07G_07-253-005_312	House	07G	2385 Oak Ridge 	42969	650000	Colonial	B	1991	3608	2059	0	1800	3	1	180.16
07G_07-251-014_313	House	07G	2481 Oak Ridge 	43131	635000	Colonial	B	1989	3695	2062	0	1400	3	2	171.85
07G_07-252-020_314	House	07G	2370 Oak Ridge 	42874	680000	Colonial	B	1991	3751	2235	0	1788	4	1	181.28
07G_07-280-002_315	House	07G	5626 Clearview 	42958	750000	Colonial	B	1988	3772	2321	2000	0	3	1	198.83
07G_07-227-005_316	House	07G	5785 Springbrook 	43553	640000	Colonial	B	1990	4254	2352	0	0	3	2	150.45
07G_07-202-010_317	House	07G	5763 Algonquin 	43010	769900	Colonial	B	1997	4278	2355	0	1884	4	2	179.97
07G_07-278-006_318	House	07G	5697 Greenhill 	43108	675000	Colonial	B	1991	4287	2294	1750	0	4	1	157.45
07G_07-226-017_319	House	07G	5790 Springbrook 	42978	777500	Colonial	B	1991	4541	2426	2100	0	3	3	171.22
07G_07-276-022_320	House	07G	1880 Connolly 	42872	800000	Colonial	B	1991	4655	3213	2300	0	3	2	171.86
07G_07-201-022_321	House	07G	2334 Haverford 	43523	880000	Colonial	B	1998	4750	3194	0	0	3	1	185.26
07G_07-228-004_322	House	07G	5696 Greenhill 	42937	862000	Colonial	B	1992	4959	3220	2100	0	5	1	173.83
07G_07-278-013_323	House	07G	2136 Tall Oaks 	43252	770000	Colonial	B	1992	5127	2575	0	1800	5	1	150.19
07G_07-202-023_324	House	07G	5845 Clearview Ct 	43368	900000	Colonial	A	1994	5218	2829	2500	0	4	2	172.48
07G_07-202-021_325	House	07G	5865 Clearview 	42996	850000	Colonial	B	1995	5276	2856	1600	0	3	3	161.11
07G_07-202-015_326	House	07G	5806 Algonquin 	43434	1050000	Colonial	A	1994	5695	2951	0	1700	5	2	184.37
07K_07-351-037_327	House	07K	2949 Vineyards 	42950	1020000	Colonial	A	1997	4560	2549	0	1800	4	2	223.68
07K_07-304-012_328	House	07K	2906 Vineyards 	42853	950000	Colonial	A	1995	5245	2945	0	2300	3	3	181.12
07K_07-351-053_329	House	07K	5139 Vineyards Ct 	42993	1100000	Colonial	A	1996	5266	3303	0	2632	4	2	208.89
07M_07-102-036_330	House	07M	5940 Sussex 	42962	525650	Colonial	BC	1989	3071	1507	0	975	4	1	171.17
07M_07-101-013_331	House	07M	5905 Sussex 	43251	699000	Colonial	B	2017	3634	1867	0	0	4	0	192.35
07M_07-152-007_332	House	07M	2929 Devonwood 	43257	785000	Colonial	B	1997	4095	2220	0	1500	4	2	191.7
07M_07-151-054_333	House	07M	5773 Sussex 	42921	1005000	Colonial	B	1955	7881	3380	0	0	5	1	127.52
07M_07-151-026_334	House	07M	5732 Adams 	42975	605000	Ranch	B	1994	3068	3068	0	3000	4	0	197.2
08A_08-102-011_335	House	08A	1784 Fleetwood 	43455	260000	Colonial	C	1978	1560	650	0	0	1	1	166.67
08A_08-103-006_336	House	08A	5826 Faircastle 	43224	260000	Colonial	C	1977	1610	650	500	0	1	1	161.49
08A_08-127-002_337	House	08A	1771 Farmbrook 	43423	266000	Colonial	C	1978	1626	650	0	0	1	1	163.59
08A_08-154-005_338	House	08A	1872 Flemington 	43076	255000	Colonial	C	1973	2038	0	0	0	2	1	125.12
08A_08-126-005_339	House	08A	1697 Fleetwood 	42979	276000	Colonial	C	1977	2050	906	456	0	2	1	134.63
08A_08-152-009_340	House	08A	1967 Freemont 	42837	289000	Colonial	C	1977	2050	906	0	0	1	1	140.98
08A_08-152-014_341	House	08A	1987 Freemont 	42908	280000	Colonial	C	1977	2050	856	925	0	2	1	136.59
08A_08-177-005_342	House	08A	5726 Firwood 	43262	340000	Colonial	C	1977	2050	906	0	725	2	1	165.85
08A_08-101-021_343	House	08A	1959 Fleetwood 	43546	290000	Colonial	C	1977	2098	858	0	0	2	1	138.23
08A_08-126-010_344	House	08A	1633 Fleetwood 	43404	306700	Colonial	C	1977	2098	856	0	0	2	1	146.19
08A_08-152-016_345	House	08A	5564 Firwood 	43313	330000	Colonial	C	1978	2102	932	0	0	1	1	156.99
08A_08-101-002_346	House	08A	5713 Faircastle 	42836	285000	Colonial	C	1979	2208	1104	0	0	2	1	129.08
08A_08-101-006_347	House	08A	5769 Faircastle 	43230	320000	Colonial	C	1978	2208	924	500	0	3	1	144.93
08A_08-106-007_348	House	08A	1847 Freemont 	42906	310000	Colonial	C	1973	2229	1014	1100	0	2	1	139.08
08A_08-130-011_349	House	08A	1751 Flemington 	43049	295000	Colonial	C	1973	2255	1014	0	0	2	1	130.82
08A_08-153-017_350	House	08A	1835 Flemington 	42941	358750	Colonial	C	1974	2328	980	0	0	2	1	154.1
08A_08-301-005_351	House	08A	5604 Fawn 	43018	340000	Colonial	C	1975	2447	1304	1000	0	3	1	138.95
08A_08-130-006_352	House	08A	1680 Freemont 	43378	354000	Colonial	C	1978	2604	840	0	0	2	1	135.94
08A_08-154-008_353	House	08A	5583 Firwood 	42985	340000	Colonial	C	1977	2604	840	0	0	2	1	130.57
08A_08-352-001_354	House	08A	5166 Bayside 	43438	365000	Ranch	C	1972	1838	1838	0	1230	2	0	198.59
08E_08-402-003_355	House	08E	1509 Heatherwood 	43124	425000	Colonial	BC	1989	2494	1823	0	0	2	1	170.41
08E_08-180-002_356	House	08E	1622 Heatherwood 	42839	490000	Colonial	BC	1989	2610	1495	0	1000	2	1	187.74
08E_08-179-001_357	House	08E	5592 Whitfield 	42901	560000	Colonial	BC	1990	2683	1434	0	1000	2	1	208.72
08E_08-331-001_358	House	08E	1604 Heatherwood 	42860	475000	Colonial	BC	1989	2902	1692	0	0	2	1	163.68
08E_08-179-002_359	House	08E	5584 Whitfield 	43188	550000	Colonial	BC	1989	3014	1723	1200	0	2	1	182.48
08E_08-252-001_360	House	08E	5511 Whitfield 	42936	513000	Colonial	BC	1989	3029	1813	1200	0	2	1	169.36
08E_08-402-010_361	House	08E	1549 Heatherwood 	43180	530000	Colonial	BC	1989	3188	1754	0	0	2	1	166.25
08E_08-402-009_362	House	08E	1557 Heatherwood 	43292	589000	Colonial	BC	1990	3189	1890	1500	0	2	1	184.7
08E_08-253-013_363	House	08E	5524 Wynnwood 	42975	390000	Ranch	BC	1989	1885	1817	0	0	3	0	206.9
09A_09-253-002_364	House	09A	5680 Wright 	43139	271000	Colonial	C	1964	1668	675	0	0	1	1	162.47
09A_09-276-021_365	House	09A	5691 Livernois 	42835	235000	Colonial	C	1967	1912	1010	0	0	1	1	122.91
09A_09-202-021_366	House	09A	5821 Wright 	43448	245000	Ranch	C	1955	1302	0	0	0	1	0	188.17
09A_09-276-023_367	House	09A	5661 Livernois 	43089	220000	Ranch	C	1959	1415	1415	0	0	2	0	155.48
09A_09-202-019_368	House	09A	5861 Wright 	43418	324900	Ranch	C	1962	1581	1357	0	0	1	1	205.5
09A_09-277-020_369	House	09A	70 Mckinley 	43347	319900	Ranch	C	1972	1803	1803	1200	0	2	1	177.43
09A_09-254-013_370	House	09A	5520 Houghten 	43383	255000	Tri-Level	C	1962	1965	0	0	0	1	1	129.77
09D_09-407-010_371	House	09D	5245 Wright 	43251	335000	Bungalow	C	1948	2478	1161	400	0	2	1	135.19
09D_09-227-017_372	House	09D	5977 Niles 	43538	380000	Colonial	C	2014	2870	1239	0	0	3	0	132.4
09D_09-408-004_373	House	09D	5246 Wright 	43451	235000	Ranch	C	1964	1216	1216	900	0	1	1	193.26
09D_09-404-014_374	House	09D	273 Mckinley 	43293	252500	Ranch	C	1972	1462	1215	0	0	1	1	172.71
09D_09-403-003_375	House	09D	5384 Daniels 	43221	235000	Ranch	C	1953	1620	0	0	0	2	0	145.06
09D_09-407-004_376	House	09D	5240 Daniels 	43056	257000	Ranch	C	1966	1659	1351	800	0	2	0	154.91
09D_09-402-012_377	House	09D	5311 Daniels 	43438	333500	Ranch	C	1988	1879	1814	0	0	2	1	177.49
10B_10-179-013_378	House	10B	5715 Whitehaven 	43189	335000	Colonial	C	1978	2180	856	0	0	2	1	153.67
10B_10-177-014_379	House	10B	5588 Folkstone 	42983	320000	Colonial	C	1978	2297	1275	300	0	2	1	139.31
10B_10-180-005_380	House	10B	5540 Whitehaven 	42978	330000	Colonial	C	1978	2362	990	600	0	2	1	139.71
10B_10-127-016_381	House	10B	5853 Folkstone 	43220	385000	Colonial	C	1977	2538	1024	0	0	2	1	151.69
10B_10-126-021_382	House	10B	385 Tara 	43336	320000	T-Quad	C	1979	2325	829	0	0	2	2	137.63
10C_10-379-001_383	House	10C	5296 Falmouth 	42968	295000	Colonial	C	1974	1820	728	0	0	2	1	162.09
10C_10-305-002_384	House	10C	5459 Winchester 	43335	335000	Colonial	C	1976	1853	754	0	0	2	0	180.79
10C_10-304-006_385	House	10C	5407 Berwyck 	42838	322000	Colonial	C	1977	2326	691	0	0	2	1	138.44
10C_10-327-018_386	House	10C	5350 Shrewsbury 	43020	395000	Colonial	C	1972	2416	1356	0	0	2	1	163.49
10C_10-353-005_387	House	10C	5160 Hertford 	43413	365000	Colonial	C	1975	2428	1177	0	0	2	1	150.33
10C_10-302-016_388	House	10C	5425 Hertford 	43515	360000	Colonial	C	1976	2646	840	850	0	2	1	136.05
10C_10-378-001_389	House	10C	252 Harwich 	43185	323000	Ranch	C	1972	1787	1419	0	0	2	0	180.75
10C_10-305-019_390	House	10C	121 Hampshire 	43294	340000	Ranch	C	1975	1829	1395	0	0	2	1	185.89
10C_10-351-003_391	House	10C	5245 Berwyck 	43244	335900	Ranch	C	1973	1834	1834	300	0	2	1	183.15
10C_10-308-010_392	House	10C	5274 Hertford 	43066	317000	Ranch	C	1976	1879	1579	0	0	2	0	168.71
10C_10-304-009_393	House	10C	5353 Berwyck 	42935	320000	Ranch	C	1974	1892	1556	0	0	2	1	169.13
10C_10-377-024_394	House	10C	314 Folkstone 	42912	307100	Ranch	C	1972	1892	1556	0	0	2	1	162.32
10C_10-305-014_395	House	10C	5338 Berwyck 	43311	367000	Ranch	C	1975	2183	1395	300	0	2	1	168.12
10C_10-304-003_396	House	10C	5461 Berwyck 	42957	275000	T-Quad	C	1979	1689	486	0	0	2	1	162.82
10D_10-476-005_397	House	10D	650 Trinway 	43511	215000	Bungalow	C	1946	1080	720	0	0	2	0	199.07
10D_10-427-020_398	House	10D	948 Sylvanwood 	43391	295000	Colonial	C	1971	1870	676	0	0	2	0	157.75
10D_10-452-003_399	House	10D	5073 Somerton 	43024	280000	Colonial	C	1955	2158	0	0	0	2	0	129.75
10D_10-426-005_400	House	10D	683 Sylvanwood 	43243	250000	Ranch	C	1945	1319	0	0	0	1	0	189.54
10D_10-427-002_401	House	10D	644 Sylvanwood 	43329	255000	Ranch	C	1955	1416	0	0	0	1	1	180.08
10D_10-401-003_402	House	10D	561 Sylvanwood 	43021	235000	Ranch	C	1953	1666	0	0	0	1	0	141.06
